ax, ay, az, gx, gy, gz, state
0.029785, 1.006104, -0.117188, -3.297710, -0.610687, 0.793893, closed
0.031494, 1.011475, -0.114746, -3.175573, -0.549618, 0.671756, closed
0.023926, 1.012207, -0.108643, -3.175573, -0.610687, 0.854962, closed
0.029785, 1.001221, -0.119629, -3.236641, -0.610687, 0.854962, closed
0.032471, 1.011230, -0.121094, -3.236641, -0.488550, 0.793893, closed
0.020264, 1.006348, -0.115723, -3.175573, -0.549618, 0.732824, closed
0.031982, 1.012695, -0.113770, -3.175573, -0.488550, 0.793893, closed
0.021484, 1.010498, -0.120850, -3.114504, -0.183206, 0.916031, closed
0.029785, 1.009766, -0.115479, -3.114504, -0.427481, 0.854962, closed
0.028564, 1.003174, -0.122559, -3.297710, -0.366412, 0.793893, closed
0.027344, 1.008057, -0.122070, -3.419847, -0.427481, 0.732824, closed
0.023682, 1.011963, -0.113525, -3.297710, -0.366412, 0.854962, closed
0.029541, 1.009277, -0.126953, -3.053435, -0.366412, 0.793893, closed
0.026611, 1.012207, -0.113770, -3.297710, -0.183206, 0.916031, closed
0.026611, 1.002197, -0.114014, -3.236641, -0.305344, 0.793893, closed
0.019531, 1.009766, -0.123535, -3.480916, -0.366412, 0.854962, closed
0.025391, 1.009277, -0.116943, -3.114504, -0.244275, 0.732824, closed
0.031738, 1.008301, -0.117188, -3.297710, -0.549618, 0.854962, closed
0.023193, 1.004883, -0.116699, -3.358779, -0.305344, 0.854962, closed
0.026123, 1.011963, -0.124756, -3.175573, -0.305344, 0.916031, closed
0.026611, 1.011475, -0.121338, -3.297710, -0.366412, 0.854962, closed
0.031250, 1.010010, -0.114502, -3.114504, -0.366412, 0.793893, closed
0.024170, 1.003418, -0.116943, -3.358779, -0.488550, 0.671756, closed
0.031494, 1.005859, -0.119141, -3.236641, -0.244275, 0.732824, closed
0.024658, 1.014160, -0.120361, -3.236641, -0.488550, 0.610687, closed
0.025146, 1.015869, -0.117432, -3.114504, -0.488550, 0.671756, closed
0.028320, 1.010254, -0.124023, -3.053435, -0.366412, 0.793893, closed
0.030273, 1.007568, -0.119629, -3.236641, -0.305344, 0.732824, closed
0.027588, 1.006104, -0.119873, -3.236641, -0.366412, 0.793893, closed
0.028320, 1.008057, -0.117432, -3.114504, -0.366412, 0.793893, closed
0.027100, 1.004395, -0.118652, -3.358779, -0.305344, 0.671756, closed
0.028809, 1.006104, -0.120605, -3.236641, -0.305344, 0.671756, closed
0.020752, 1.009766, -0.119385, -3.358779, -0.427481, 0.671756, closed
0.025146, 1.009766, -0.116699, -3.358779, -0.183206, 0.732824, closed
0.027100, 1.007568, -0.128662, -3.419847, -0.549618, 0.793893, closed
0.025879, 1.008057, -0.115967, -3.175573, -0.427481, 0.671756, closed
0.033936, 1.004883, -0.121582, -3.236641, -0.488550, 0.854962, closed
0.026855, 1.000000, -0.122803, -3.358779, -0.427481, 0.732824, closed
0.024170, 1.006836, -0.130371, -3.175573, -0.549618, 0.793893, closed
0.024902, 1.000488, -0.118164, -3.175573, -0.427481, 0.671756, closed
0.025391, 1.006592, -0.128906, -3.236641, -0.305344, 0.793893, closed
0.024414, 1.009277, -0.123779, -3.297710, -0.427481, 0.977099, closed
0.020264, 1.011475, -0.119629, -3.175573, -0.427481, 0.610687, closed
0.027344, 1.009033, -0.127686, -3.175573, -0.366412, 0.671756, closed
0.028076, 1.011719, -0.123047, -3.419847, -0.427481, 0.732824, closed
0.021729, 1.008301, -0.125977, -3.297710, -0.488550, 0.916031, closed
0.027588, 1.008789, -0.114502, -3.419847, -0.427481, 0.671756, closed
0.026367, 1.012695, -0.119141, -3.053435, -0.488550, 0.793893, closed
0.026123, 1.008301, -0.124512, -3.175573, -0.427481, 0.793893, closed
0.028320, 1.001709, -0.121338, -3.236641, -0.305344, 0.977099, closed
0.028320, 1.004639, -0.108887, -3.175573, -0.366412, 0.610687, closed
0.028809, 1.010986, -0.119629, -3.419847, -0.488550, 0.854962, closed
0.024170, 1.010986, -0.124023, -3.236641, -0.427481, 0.793893, closed
0.027832, 1.015625, -0.121582, -3.175573, -0.427481, 0.916031, closed
0.022949, 1.004150, -0.120361, -3.175573, -0.427481, 0.671756, closed
0.023926, 1.006836, -0.117432, -3.297710, -0.488550, 0.977099, closed
0.019775, 1.009277, -0.115967, -3.297710, -0.366412, 0.793893, closed
0.027832, 1.015137, -0.119873, -3.236641, -0.366412, 0.671756, closed
0.032959, 1.010742, -0.112793, -3.236641, -0.366412, 0.854962, closed
0.021973, 1.006836, -0.113525, -3.480916, -0.305344, 0.732824, closed
0.024658, 1.010498, -0.111572, -3.053435, -0.549618, 0.671756, closed
0.030762, 1.009277, -0.112305, -3.175573, -0.366412, 0.916031, closed
0.023926, 1.007812, -0.112793, -3.236641, -0.122137, 0.793893, closed
0.031738, 1.004395, -0.123291, -3.541985, -0.366412, 0.854962, closed
0.020264, 1.010498, -0.118408, -3.358779, -0.427481, 0.916031, closed
0.030273, 1.011475, -0.124268, -3.236641, -0.244275, 0.793893, closed
0.029297, 1.010010, -0.115479, -3.236641, -0.305344, 0.732824, closed
0.030518, 1.009277, -0.110840, -3.236641, -0.671756, 0.732824, closed
0.028076, 1.010010, -0.111328, -3.114504, -0.305344, 0.854962, closed
0.028564, 1.010986, -0.120850, -3.175573, -0.366412, 0.793893, closed
0.030273, 1.012207, -0.123779, -3.297710, -0.488550, 0.732824, closed
0.029541, 1.008057, -0.115723, -3.236641, -0.183206, 0.732824, closed
0.029053, 1.013428, -0.117676, -3.236641, -0.427481, 0.854962, closed
0.031006, 1.007568, -0.117432, -3.114504, -0.305344, 0.793893, closed
0.026855, 1.002686, -0.132568, -3.297710, -0.366412, 0.671756, closed
0.027344, 1.005859, -0.121094, -3.175573, -0.122137, 0.732824, closed
0.026611, 1.013672, -0.119873, -3.358779, -0.183206, 0.916031, closed
0.027100, 1.017090, -0.113770, -3.175573, -0.366412, 0.732824, closed
0.031250, 1.009521, -0.117920, -3.236641, -0.366412, 0.732824, closed
0.024902, 1.004150, -0.117188, -3.175573, -0.183206, 0.854962, closed
0.027588, 1.008545, -0.139404, -3.358779, -0.366412, 0.854962, closed
