ax,ay,az,gx,gy,gz,state
0.032959,1.012451,-0.111816,-2.870229,-1.343511,0.916031,open
0.024414,1.006348,-0.115479,-3.664122,-1.221374,0.793893,open
0.026123,1.013916,-0.118164,-3.297710,-1.404580,0.732824,open
0.027588,1.010010,-0.119629,-3.297710,-1.221374,0.671756,open
0.031250,1.006836,-0.118652,-3.114504,-1.282443,0.793893,open
0.026123,1.010498,-0.130615,-3.297710,-1.343511,0.671756,open
0.030273,1.014160,-0.119873,-3.358779,-1.282443,0.854962,open
0.024658,1.007080,-0.116699,-3.419847,-1.404580,0.793893,open
0.029297,1.005371,-0.114746,-3.297710,-1.221374,0.793893,open
0.029541,1.007080,-0.115967,-3.297710,-1.282443,0.732824,open
0.028809,1.011230,-0.117920,-3.236641,-1.282443,0.732824,open
0.029785,1.013428,-0.129150,-3.175573,-1.465649,0.916031,open
0.026611,1.009033,-0.120361,-3.297710,-1.465649,0.977099,open
0.022705,1.009766,-0.116455,-3.236641,-1.282443,0.916031,open
0.024902,1.008545,-0.112305,-3.236641,-1.099237,0.916031,open
0.027344,1.008057,-0.120361,-3.358779,-1.526718,0.977099,open
0.018555,1.010498,-0.107178,-3.358779,-1.404580,0.916031,open
0.022461,1.006348,-0.119141,-3.297710,-1.465649,0.671756,open
0.017334,1.007324,-0.117188,-3.297710,-1.465649,0.671756,open
0.033447,1.006104,-0.118896,-3.297710,-1.343511,0.732824,open
0.028320,1.010742,-0.119873,-3.236641,-1.343511,0.916031,open
0.027344,1.012451,-0.117188,-3.297710,-1.526718,0.854962,open
0.028076,1.009033,-0.109131,-3.480916,-1.404580,0.977099,open
0.028809,1.007324,-0.116455,-3.175573,-1.343511,0.610687,open
0.028564,1.008545,-0.115234,-3.419847,-1.404580,0.732824,open
0.029785,1.005371,-0.104004,-3.114504,-1.526718,0.671756,open
0.031494,1.000977,-0.108887,-3.175573,-1.160305,0.793893,open
0.024658,1.007080,-0.112793,-3.480916,-1.099237,0.671756,open
0.025146,1.003418,-0.116211,-3.236641,-1.099237,0.793893,open
0.031494,1.008789,-0.107178,-3.297710,-1.465649,0.793893,open
0.025146,1.007812,-0.113281,-3.114504,-1.099237,0.854962,open
0.021729,1.012451,-0.112793,-3.175573,-1.099237,0.671756,open
0.022217,1.011230,-0.116455,-3.236641,-1.221374,0.916031,open
0.025391,1.010986,-0.116455,-2.992366,-1.038168,0.793893,open
0.025146,1.011230,-0.120605,-3.236641,-1.160305,0.793893,open
0.026855,1.009766,-0.111328,-3.419847,-1.282443,0.793893,open
0.024414,1.008789,-0.117188,-3.175573,-1.099237,1.038168,open
0.028809,1.008057,-0.114258,-3.236641,-1.160305,0.977099,open
0.029297,1.007324,-0.109863,-3.297710,-1.221374,0.793893,open
0.020264,1.015381,-0.107666,-3.114504,-0.977099,0.793893,open
0.019287,1.004639,-0.120605,-3.297710,-1.160305,0.916031,open
0.024414,1.009521,-0.112793,-3.297710,-1.038168,0.732824,open
0.027588,1.014893,-0.122803,-3.480916,-0.916031,0.732824,open
0.026123,1.007324,-0.105225,-3.358779,-0.916031,0.610687,open
0.020996,1.009521,-0.109619,-3.236641,-0.916031,0.793893,open
0.031982,1.010742,-0.115479,-3.297710,-0.977099,0.793893,open
0.029297,1.010010,-0.116455,-3.114504,-0.793893,0.793893,open
0.025391,1.007568,-0.119873,-3.480916,-0.610687,0.732824,open
0.019287,1.002686,-0.112549,-3.236641,-0.793893,0.732824,open
0.025146,1.007080,-0.126221,-3.297710,-0.854962,0.793893,open
0.036621,1.007812,-0.121338,-3.358779,-0.732824,0.671756,open
0.025879,1.008057,-0.113525,-3.419847,-1.038168,0.854962,open
0.023438,1.008545,-0.111328,-3.236641,-0.977099,0.793893,open
0.025635,1.006348,-0.113525,-3.297710,-0.732824,0.854962,open
0.033691,1.003174,-0.123291,-3.236641,-1.038168,0.793893,open
0.020752,1.008789,-0.119873,-3.419847,-0.916031,0.854962,open
0.026611,1.017090,-0.120850,-3.297710,-1.038168,0.916031,open
0.021240,1.007080,-0.107422,-3.297710,-0.854962,0.732824,open
0.027588,1.008545,-0.118408,-3.114504,-0.916031,0.732824,open
0.030029,1.005615,-0.115723,-3.358779,-1.038168,0.793893,open
0.025391,1.005615,-0.123291,-3.419847,-0.854962,0.977099,open
0.023193,1.010498,-0.116699,-3.297710,-0.916031,0.732824,open
0.027344,1.008545,-0.114746,-3.175573,-1.038168,0.793893,open
0.027588,1.012939,-0.114258,-3.114504,-0.977099,1.099237,open
0.025391,1.004883,-0.115723,-3.358779,-1.038168,0.793893,open
0.031738,1.008789,-0.112793,-3.419847,-1.038168,0.916031,open
0.028809,1.011475,-0.112305,-3.236641,-1.038168,0.854962,open
0.034668,1.010986,-0.127441,-3.114504,-1.099237,0.671756,open
