17:40:45.816 -> timestamp, ax, ay, az, gx, gy, gz
17:40:45.816 -> 0.025879, 1.009277, -0.123779, -3.419847, -0.549618, 0.732824
17:40:45.849 -> 0.030029, 1.002686, -0.119385, -3.297710, -0.671756, 0.916031
17:40:45.849 -> 0.019531, 1.013916, -0.120605, -3.175573, -0.549618, 0.916031
17:40:45.882 -> 0.031494, 1.013672, -0.127930, -3.297710, -0.610687, 1.038168
17:40:45.882 -> 0.027832, 1.004639, -0.126465, -3.053435, -0.671756, 0.793893
17:40:45.882 -> 0.029785, 1.010254, -0.125488, -3.358779, -0.671756, 0.854962
17:40:45.916 -> 0.024658, 1.004639, -0.110107, -3.358779, -0.732824, 0.732824
17:40:45.916 -> 0.032471, 1.011963, -0.124023, -3.114504, -0.732824, 0.793893
17:40:45.949 -> 0.032715, 1.014404, -0.113525, -3.358779, -0.793893, 0.916031
17:40:45.949 -> 0.021484, 1.006104, -0.121338, -3.175573, -0.671756, 0.793893
17:40:45.949 -> 0.025391, 1.004639, -0.117676, -3.358779, -0.427481, 0.854962
17:40:45.983 -> 0.018555, 1.012695, -0.116699, -3.236641, -0.610687, 0.610687
17:40:45.983 -> 0.028564, 1.014648, -0.123047, -3.297710, -0.793893, 0.977099
17:40:45.983 -> 0.024170, 1.003906, -0.124756, -3.297710, -0.610687, 0.793893
17:40:46.016 -> 0.014893, 1.013184, -0.118164, -3.236641, -0.305344, 0.793893
17:40:46.016 -> 0.024658, 1.009277, -0.113281, -3.297710, -0.488550, 0.671756
17:40:46.049 -> 0.025391, 1.005615, -0.123047, -3.236641, -0.610687, 0.793893
17:40:46.049 -> 0.022461, 1.009033, -0.123779, -3.297710, -0.610687, 0.793893
17:40:46.049 -> 0.026123, 1.008545, -0.119385, -3.419847, -0.732824, 0.854962
17:40:46.082 -> 0.022705, 1.007324, -0.120117, -3.358779, -0.549618, 0.793893
17:40:46.082 -> 0.026123, 1.008057, -0.115723, -3.236641, -0.671756, 0.854962
17:40:46.116 -> 0.024902, 1.007812, -0.122314, -3.175573, -0.610687, 0.732824
17:40:46.116 -> 0.032227, 1.008545, -0.117432, -3.419847, -0.610687, 0.793893
17:40:46.116 -> 0.022461, 1.010254, -0.125732, -3.175573, -0.732824, 0.793893
17:40:46.149 -> 0.027588, 1.010254, -0.125244, -3.175573, -0.610687, 0.793893
17:40:46.149 -> 0.028564, 1.010742, -0.126465, -3.236641, -0.549618, 0.793893
17:40:46.183 -> 0.025879, 1.010254, -0.118896, -3.175573, -0.671756, 0.854962
17:40:46.183 -> 0.026611, 1.003418, -0.120605, -3.419847, -0.610687, 0.793893
17:40:46.216 -> 0.031738, 1.008301, -0.135010, -3.297710, -0.488550, 0.977099
