ax, ay, az, gx, gy, gz, state
0.201904, 1.006592, -0.049072, -4.580153, 83.358780, 0.427481, opening
0.211914, 1.020508, -0.085938, -4.702290, 84.030533, 0.183206, opening
0.195312, 0.983398, -0.040771, -3.603053, 83.786263, 0.427481, opening
0.202881, 1.024658, -0.097900, -2.503817, 85.068703, 0.244275, opening
0.209717, 1.008301, -0.127930, -3.358779, 84.274811, 0.244275, opening
0.202881, 1.004395, -0.111084, -2.503817, 84.396950, 0.366412, opening
0.195801, 1.086914, -0.192139, -2.442748, 84.702293, 0.427481, opening
0.173096, 1.066895, -0.143799, -8.244275, 83.847328, 0.244275, opening
0.338623, 0.963623, -0.257568, 0.366412, 83.786263, 0.427481, opening
0.189941, 1.009033, -0.142578, 0.732824, 83.419846, -0.183206, opening
0.245117, 1.019775, -0.191650, -3.358779, 83.114502, 0.061069, opening
0.201904, 1.015625, -0.191650, -3.480916, 82.076340, 0.000000, opening
0.204834, 1.006104, -0.166992, -3.114504, 81.832062, 0.061069, opening
0.191406, 1.018555, -0.167480, -2.442748, 81.099236, 0.061069, opening
0.197510, 1.006592, -0.177002, -2.992366, 80.366409, 0.244275, opening
0.192383, 0.997314, -0.141602, -2.931298, 80.244278, 0.183206, opening
0.190186, 1.020264, -0.181885, -3.786260, 79.511452, 0.122137, opening
0.176514, 0.998779, -0.174316, -4.274809, 78.595421, 0.122137, opening
0.187500, 1.012451, -0.179199, -4.396946, 77.923668, 0.183206, opening
0.186279, 1.004883, -0.175049, -4.458015, 77.618324, 0.244275, opening
0.181885, 1.013672, -0.179443, -3.908397, 76.885498, 0.244275, opening
0.180176, 1.005371, -0.185791, -3.541985, 76.274811, 0.366412, opening
0.177002, 1.013916, -0.176514, -3.603053, 75.969467, 0.244275, opening
0.175781, 1.006592, -0.164062, -3.969466, 75.419846, 0.305344, opening
0.176025, 1.011230, -0.159668, -3.847328, 74.564888, 0.305344, opening
