ax,az,gx,gz,state
0.042192,0.047563,-2.320611,3.114504,moving
0.040728,0.035601,-2.320611,3.053435,moving
0.047075,0.037310,-2.809160,3.175573,moving
0.039019,0.037798,-3.480916,3.175573,moving
0.047319,0.044878,-3.969466,3.175573,moving
0.038286,0.024614,-3.114504,2.809160,moving
0.043169,0.028765,-2.625954,2.992366,moving
0.035356,0.043901,-2.320611,3.175573,moving
0.046099,0.027300,-2.870229,3.053435,moving
0.034380,0.022661,-3.725191,3.053435,moving
0.039507,0.044146,-3.786260,2.931298,moving
0.033647,0.030718,-3.358779,2.870229,moving
0.034868,0.023638,-2.870229,3.053435,moving
0.031206,0.044390,-2.748092,2.931298,moving
0.033647,0.037554,-3.114504,2.809160,moving
0.035356,0.025835,-3.603053,2.809160,moving
0.037554,0.033647,-3.847328,2.809160,moving
0.031938,0.032915,-3.541985,2.931298,moving
0.036089,0.034136,-3.114504,2.870229,moving
0.030718,0.032427,-2.870229,2.809160,moving
0.029497,0.033159,-3.358779,2.748092,moving
0.032671,0.044634,-3.541985,2.931298,moving
0.031450,0.033403,-3.847328,2.748092,moving
0.031694,0.033159,-3.664122,2.564886,moving
0.026323,0.038774,-3.114504,2.931298,moving
0.021685,0.032183,-3.236641,2.748092,moving
0.026567,0.034624,-3.297710,2.870229,moving
0.023394,0.040728,-3.847328,2.809160,moving
0.025347,0.050737,-3.664122,2.687023,moving
0.021929,0.036821,-3.358779,2.748092,moving
0.027544,0.050493,-3.114504,2.503817,moving
0.020220,0.058794,-2.931298,2.625954,moving
0.030229,0.043657,-3.053435,2.687023,moving
0.020952,0.039995,-3.480916,2.625954,moving
0.020708,0.052690,-3.480916,2.564886,moving
0.018999,0.051226,-3.419847,2.381679,moving
0.021929,0.058306,-3.053435,2.503817,moving
0.016802,0.062456,-2.931298,2.442748,moving
0.021929,0.047808,-3.297710,2.442748,moving
0.022905,0.059282,-3.480916,2.381679,moving
0.000000,0.073931,-3.480916,2.381679,moving
0.000000,0.069048,-3.419847,2.381679,moving
0.015825,0.080767,-3.175573,2.259542,moving
0.015337,0.086382,-3.053435,2.320611,moving
0.000000,0.089067,-3.175573,2.198473,moving
0.000000,0.087603,-3.541985,2.198473,moving
0.000000,0.087114,-3.541985,2.259542,moving
0.000000,0.101763,-3.358779,2.198473,moving
0.000000,0.111772,-3.236641,1.954198,moving
0.000000,0.120806,-3.358779,2.015267,moving
0.000000,0.126909,-3.358779,1.893130,moving
0.000000,0.144487,-3.358779,2.015267,moving
0.000000,0.142534,-3.480916,1.832061,moving
0.000000,0.139604,-3.114504,1.832061,moving
0.000000,0.154497,-2.931298,1.709924,moving
0.000000,0.166460,-3.053435,1.587786,moving
0.000000,0.155229,-3.236641,1.770992,moving
0.000000,0.148882,-3.480916,1.526718,moving
0.000000,0.144731,-3.480916,1.404580,moving
0.000000,0.133745,-3.297710,1.343511,moving
0.000000,0.118364,-3.297710,1.221374,moving
0.000000,0.108354,-3.053435,1.221374,moving
0.000000,0.092974,-3.297710,1.282443,moving
0.000000,0.076860,-3.236641,1.160305,moving
0.000000,0.066362,-3.358779,1.038168,moving
0.000000,0.047319,-3.358779,0.977099,moving
0.000000,0.042437,-3.114504,1.099237,moving
0.000000,0.036821,-3.175573,0.916031,moving
0.000000,0.027300,-3.358779,1.099237,moving
0.000000,0.029985,-3.358779,1.099237,moving
0.000000,0.021196,-3.358779,1.038168,moving
-0.016890,0.023638,-3.053435,1.038168,moving
0.000000,0.033892,-3.236641,1.160305,moving
0.000000,0.017290,-3.175573,0.916031,moving
0.000000,0.017778,-3.419847,1.038168,moving
0.000000,0.023638,-3.419847,0.977099,moving
0.000000,0.000000,-3.664122,1.038168,moving
0.000000,0.000000,-3.480916,0.977099,moving
0.000000,0.022661,-3.358779,0.977099,moving
0.000000,0.020220,-3.419847,0.854962,moving
0.000000,0.000000,-3.358779,0.854962,moving
0.000000,0.016069,-3.358779,1.038168,moving
0.000000,0.020708,-3.480916,1.038168,moving
0.000000,0.022905,-3.175573,1.038168,moving
0.000000,0.017534,-3.358779,0.977099,moving
0.000000,0.000000,-3.297710,0.793893,moving
0.000000,0.000000,-3.358779,0.854962,moving
0.000000,0.000000,-3.297710,1.160305,moving
0.000000,0.015337,-3.480916,1.038168,moving
0.000000,0.000000,-3.358779,0.916031,moving
0.000000,0.000000,-3.297710,1.099237,moving
0.000000,0.016069,-3.480916,0.916031,moving
0.000000,0.000000,-3.541985,0.977099,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.732824,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.358779,0.732824,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,1.099237,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.053435,0.793893,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.419847,0.732824,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.297710,1.099237,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.419847,0.793893,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.480916,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.671756,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.480916,0.732824,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.236641,1.038168,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.236641,1.099237,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.480916,0.916031,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.541985,1.038168,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,0.732824,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.175573,1.038168,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.419847,0.793893,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,-0.018545,-3.297710,0.977099,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.419847,0.793893,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.175573,1.099237,stable
0.000000,0.000000,-3.419847,1.038168,stable
0.000000,0.000000,-3.297710,0.732824,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,1.099237,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.358779,0.671756,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.175573,1.038168,stable
0.000000,0.000000,-3.053435,0.977099,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.419847,1.038168,stable
0.000000,0.000000,-3.297710,1.160305,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.114504,0.793893,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,1.099237,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.053435,0.793893,stable
0.000000,0.000000,-3.175573,1.038168,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.236641,0.671756,stable
0.000000,0.000000,-3.541985,0.916031,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.016382,-0.018545,-3.725191,0.854962,moving
-0.029028,-0.049063,-3.358779,0.854962,moving
0.000000,0.016611,-3.114504,0.977099,moving
0.000000,-0.035635,-3.541985,0.671756,moving
0.000000,0.022471,-2.870229,0.732824,moving
0.021997,0.073008,-3.541985,0.916031,moving
0.054956,-0.132559,-4.152672,1.160305,moving
-0.018286,-0.040273,-3.480916,1.038168,moving
0.035181,0.218760,-1.770992,0.793893,moving
0.086938,0.104746,-2.625954,2.076336,moving
-0.022437,-0.022451,-2.992366,0.977099,moving
-0.054175,0.140391,-4.030534,0.916031,moving
0.036890,0.148447,-4.641222,0.305344,moving
-0.499731,-0.346426,-4.091603,1.343511,moving
-0.075415,0.505381,-4.885496,0.610687,moving
-0.150854,0.272227,-3.786260,0.671756,moving
-0.118872,-0.031729,-1.770992,0.610687,moving
0.085962,0.505625,-2.870229,-0.183206,moving
-0.034644,0.161387,-3.297710,-0.061069,moving
0.097437,0.159434,-2.320611,-0.488550,moving
-0.025610,0.097422,-3.786260,-0.061069,moving
0.000000,0.000000,-4.152672,0.122137,moving
-0.030981,-0.016836,-2.748092,-0.183206,moving
0.040796,-0.028799,-2.809160,-0.061069,moving
0.000000,-0.114248,-3.664122,0.000000,moving
0.028101,0.000000,-3.847328,0.000000,moving
0.019556,0.036387,-3.480916,0.000000,moving
0.020776,0.016855,-3.419847,-0.122137,moving
0.000000,0.174326,-3.175573,-0.122137,moving
0.028345,0.214609,-2.931298,-0.183206,moving
0.000000,0.177988,-3.114504,-0.488550,moving
0.000000,0.308359,-3.175573,-0.366412,moving
0.000000,0.310313,-3.114504,-0.610687,moving
0.015161,0.229502,-2.564886,-0.488550,moving
0.000000,0.302744,-2.381679,-0.793893,moving
0.031274,0.282969,-2.809160,-0.916031,moving
0.043726,0.186045,-2.870229,-1.099237,moving
0.042017,0.232676,-3.053435,-1.038168,moving
0.036157,0.240000,-2.931298,-1.465649,moving
0.048608,0.166758,-2.870229,-1.160305,moving
0.048853,0.174570,-2.992366,-1.465649,moving
0.044214,0.159189,-3.236641,-1.587786,moving
0.051782,0.118662,-3.175573,-1.648855,moving
0.058374,0.109629,-3.297710,-1.526718,moving
0.059595,0.095957,-3.297710,-1.832061,moving
0.058130,0.038340,-5.862596,-2.137405,moving
0.100854,0.040781,-1.526718,-1.770992,moving
0.063989,0.036631,-2.809160,-1.832061,moving
0.068628,0.036143,-3.664122,-1.832061,moving
0.069116,0.018809,-4.152672,-1.770992,moving
0.078882,0.000000,-3.847328,-1.709924,moving
0.075708,0.021250,-3.664122,-1.587786,moving
0.044946,0.072764,-3.786260,-1.770992,moving
0.000000,0.000000,-4.335878,-1.832061,stable
0.061548,0.000000,-1.832061,-1.893130,moving
0.048120,0.072764,-3.725191,-1.770992,moving
0.076685,0.000000,-3.725191,-1.832061,moving
0.081323,0.000000,-2.992366,-1.832061,moving
0.025903,0.042734,-2.625954,-1.893130,moving
0.044214,0.031504,-3.236641,-2.015267,moving
0.060083,0.016611,-3.053435,-1.832061,moving
0.078638,0.000000,-2.992366,-1.832061,moving
0.069116,0.000000,-2.931298,-1.893130,moving
0.069849,0.000000,-3.175573,-1.893130,moving
0.075464,-0.018545,-3.419847,-1.893130,moving
0.079614,0.000000,-3.358779,-1.893130,moving
0.073755,0.000000,-3.175573,-1.770992,moving
0.069849,-0.025625,-3.480916,-1.954198,moving
0.076440,0.000000,-3.480916,-1.893130,moving
0.061792,-0.039053,-3.664122,-1.832061,moving
0.063013,0.000000,-3.419847,-1.526718,moving
0.076196,0.000000,-2.992366,-1.832061,moving
0.068872,-0.030508,-3.541985,-1.893130,moving
0.076685,-0.056875,-3.786260,-1.770992,moving
0.076685,0.000000,-2.992366,-1.832061,moving
0.065698,-0.043936,-3.297710,-1.832061,moving
0.061792,-0.028799,-3.358779,-1.648855,moving
0.067407,-0.025625,-3.419847,-1.648855,moving
0.071802,-0.022207,-3.419847,-1.648855,moving
0.071069,-0.030508,-2.992366,-1.709924,moving
0.070581,-0.038320,-3.419847,-1.587786,moving
0.062036,-0.030020,-3.053435,-1.648855,moving
0.068628,-0.044424,-3.541985,-1.893130,moving
0.064722,-0.044180,-3.725191,-1.587786,moving
0.059351,-0.027578,-3.541985,-1.587786,moving
0.059595,-0.034902,-3.236641,-1.465649,moving
0.058618,-0.024893,-3.419847,-1.404580,moving
0.071313,-0.036367,-3.358779,-1.587786,moving
0.053979,-0.018789,-3.297710,-1.648855,moving
0.058618,-0.030508,-3.603053,-1.343511,moving
0.056665,-0.016348,-3.541985,-1.709924,moving
0.077417,-0.032217,-3.358779,-1.648855,moving
0.061060,0.048350,-2.809160,-1.404580,moving
0.067651,-0.048574,-2.992366,-1.770992,moving
0.042017,-0.027090,-3.358779,-1.832061,moving
0.060083,0.000000,-3.419847,-1.404580,moving
0.057397,-0.020986,-3.603053,-1.526718,moving
0.054468,-0.024893,-3.603053,-1.465649,moving
0.051782,-0.017568,-3.114504,-1.465649,moving
0.063013,-0.025869,-3.297710,-1.465649,moving
0.055688,-0.024404,-3.236641,-1.343511,moving
0.066919,-0.033438,-3.541985,-1.587786,moving
0.059351,-0.026357,-3.175573,-1.404580,moving
0.045679,-0.023916,-3.297710,-1.404580,moving
0.053247,-0.030020,-3.358779,-1.404580,moving
0.053979,-0.025625,-3.358779,-1.404580,moving
0.057397,-0.037100,-3.297710,-1.343511,moving
0.073022,-0.029287,-2.809160,-1.343511,moving
0.056177,-0.031729,-3.297710,-1.343511,moving
0.055933,-0.027578,-3.297710,-1.465649,moving
0.052026,-0.027822,-3.603053,-1.282443,moving
0.057886,0.000000,-3.053435,-1.404580,moving
0.052515,-0.017568,-3.541985,-1.465649,moving
0.046655,0.000000,-3.908397,-1.343511,moving
0.053491,-0.025625,-3.541985,-1.465649,moving
0.053003,-0.021963,-3.541985,-1.343511,moving
0.044214,-0.021963,-3.358779,-1.343511,moving
0.053735,-0.018057,-3.236641,-1.404580,moving
0.048120,0.000000,-3.236641,-1.343511,moving
0.052759,-0.015371,-3.358779,-1.221374,moving
0.048853,-0.016348,-3.480916,-1.282443,moving
0.050073,-0.026602,-3.175573,-1.343511,moving
0.059595,-0.022451,-3.541985,-1.343511,moving
0.050317,-0.016348,-3.419847,-1.160305,moving
0.042993,-0.030264,-3.908397,-1.221374,moving
0.042261,-0.023428,-3.114504,-1.221374,moving
0.047388,-0.020254,-3.358779,-1.404580,moving
0.047876,-0.019766,-2.992366,-1.282443,moving
0.062036,-0.029287,-4.213740,-1.099237,moving
0.053003,0.000000,-4.213740,-0.916031,moving
0.047876,-0.040762,-3.908397,-0.977099,moving
0.036890,0.000000,-2.992366,-1.221374,moving
0.044214,-0.039785,-2.870229,-1.282443,moving
0.039331,-0.068350,-2.564886,-1.160305,moving
0.042017,-0.061270,-3.175573,-0.916031,moving
0.038843,-0.085439,-3.358779,-1.038168,moving
0.051538,-0.060781,-3.725191,-1.160305,moving
0.023218,-0.072012,-4.519084,-0.854962,moving
0.020776,-0.016592,-5.068702,-0.854962,moving
0.047632,-0.087148,-4.335878,-0.732824,moving
0.042749,-0.061758,-2.992366,-1.038168,moving
0.041772,-0.119863,-1.587786,-0.732824,moving
0.024438,-0.118154,-2.137405,-0.549618,moving
0.000000,-0.185781,-4.641222,-0.854962,moving
0.021021,-0.128896,-3.480916,-0.732824,moving
0.038110,-0.149160,-4.030534,-0.732824,moving
0.023462,-0.128896,-3.603053,-0.488550,moving
0.025415,-0.163320,-2.931298,-0.549618,moving
0.031030,-0.138906,-2.442748,-0.488550,moving
0.025903,-0.148672,-3.175573,-0.427481,moving
0.028345,-0.183340,-3.786260,-0.244275,moving
0.021021,-0.136953,-3.847328,-0.305344,moving
0.015405,-0.140859,-3.664122,-0.305344,moving
0.019067,-0.147939,-3.175573,0.000000,moving
0.018335,-0.126943,-2.809160,-0.122137,moving
0.000000,-0.129385,-3.114504,0.061069,moving
0.018823,-0.166494,-3.480916,0.000000,moving
0.000000,-0.136221,-3.480916,0.000000,moving
0.000000,-0.132559,-3.786260,0.183206,moving
0.000000,-0.145254,-3.358779,0.061069,moving
0.000000,-0.121084,-3.114504,0.244275,moving
0.000000,-0.101309,-3.175573,0.488550,moving
0.000000,-0.117422,-3.480916,0.549618,moving
0.000000,-0.117910,-3.297710,0.427481,moving
0.000000,-0.089834,-3.480916,0.305344,moving
0.000000,-0.107168,-3.419847,0.488550,moving
0.000000,-0.093252,-3.175573,0.671756,moving
0.017114,-0.079092,-3.297710,0.671756,moving
0.000000,-0.078604,-3.419847,0.488550,moving
0.000000,-0.068838,-3.419847,0.671756,moving
0.000000,-0.052725,-3.419847,0.793893,moving
0.000000,-0.054189,-3.480916,0.854962,moving
0.000000,-0.047598,-3.236641,0.671756,moving
0.000000,-0.029531,-3.236641,0.854962,moving
0.000000,-0.035635,-3.297710,0.732824,moving
0.000000,-0.026357,-3.297710,0.732824,moving
0.000000,-0.030264,-3.358779,0.793893,moving
0.000000,-0.027822,-3.358779,0.854962,moving
0.000000,-0.019766,-3.297710,0.671756,moving
0.000000,-0.028555,-3.053435,0.977099,moving
0.000000,-0.026602,-3.175573,0.793893,moving
0.000000,-0.019766,-3.358779,0.854962,moving
0.000000,0.000000,-3.541985,0.671756,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.480916,0.793893,stable
0.000000,0.000000,-3.541985,0.732824,stable
0.000000,0.000000,-2.992366,0.671756,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,-0.019766,-3.175573,0.854962,stable
0.000000,0.000000,-3.541985,0.854962,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,-0.015371,-3.114504,0.854962,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,1.221374,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,-0.016836,-3.236641,0.916031,stable
0.000000,0.000000,-2.992366,1.099237,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.236641,1.160305,stable
0.000000,-0.016104,-3.297710,1.038168,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.236641,1.099237,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.419847,1.038168,stable
0.016382,0.000000,-3.419847,0.793893,stable
0.000000,0.000000,-2.992366,1.099237,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.603053,0.977099,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.236641,1.038168,stable
