ax,az,gx,gz,state
0.016382,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.358779,0.732824,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.358779,0.732824,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.175573,1.099237,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.480916,0.916031,stable
0.000000,0.000000,-3.603053,1.038168,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.175573,1.038168,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.419847,0.732824,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.732824,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.419847,1.099237,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.541985,0.916031,stable
0.000000,0.000000,-3.114504,0.854962,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.236641,1.038168,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-2.931298,0.916031,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-2.931298,1.038168,stable
0.000000,-0.015127,-2.870229,0.732824,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.541985,0.732824,stable
0.000000,0.000000,-3.480916,1.160305,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.175573,0.671756,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.114504,1.099237,stable
0.000000,0.000000,-3.175573,1.099237,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.175573,0.732824,stable
0.000000,0.000000,-3.419847,0.977099,stable
0.000000,0.000000,-3.480916,0.732824,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.480916,0.671756,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.000000,0.000000,-3.358779,0.732824,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.358779,0.732824,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.114504,1.038168,stable
0.000000,-0.015859,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.175573,0.732824,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.053435,0.854962,stable
0.000000,0.000000,-3.053435,0.854962,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.419847,1.038168,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.480916,0.732824,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,-0.015127,-3.480916,0.977099,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.114504,0.732824,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.419847,0.977099,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.114504,0.732824,stable
0.000000,0.000000,-3.297710,0.732824,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.358779,0.610687,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,1.221374,stable
0.000000,0.000000,-3.297710,1.099237,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.297710,1.099237,stable
0.000000,0.000000,-3.358779,0.671756,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.541985,0.854962,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.114504,0.793893,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.016138,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.480916,0.977099,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.419847,0.610687,stable
0.019556,0.000000,-3.297710,0.732824,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.358779,0.732824,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.015649,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.419847,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.480916,0.732824,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,0.732824,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.419847,0.977099,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.175573,1.099237,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.419847,0.732824,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.053435,1.038168,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.114504,0.732824,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.358779,0.671756,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,-0.015859,-3.480916,1.038168,stable
0.000000,0.000000,-3.236641,1.038168,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.419847,0.793893,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.236641,0.854962,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.015894,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.358779,1.099237,stable
0.000000,0.000000,-3.358779,0.793893,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.175573,0.854962,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.236641,0.671756,stable
0.000000,0.000000,-3.297710,1.099237,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.419847,0.793893,stable
0.043726,-0.127676,-3.053435,0.916031,moving
0.000000,-0.131094,-1.709924,1.282443,moving
0.045679,-0.133779,-2.625954,0.977099,moving
0.000000,-0.131338,-3.358779,1.160305,moving
0.023218,-0.158926,-4.885496,1.099237,moving
0.000000,-0.150137,-3.847328,1.282443,moving
0.000000,-0.154287,-2.992366,1.282443,moving
0.000000,-0.156729,-2.564886,1.587786,moving
0.021265,-0.208242,-2.625954,1.526718,moving
0.000000,-0.281973,-3.175573,1.648855,moving
0.000000,-0.233389,-3.297710,1.648855,moving
0.000000,-0.283926,-4.091603,1.709924,moving
0.000000,-0.359365,-2.931298,2.076336,moving
0.025171,-0.314687,-2.259542,2.015267,moving
0.021021,-0.312979,-2.992366,2.259542,moving
0.028833,-0.393057,-3.847328,2.564886,moving
0.026880,-0.348623,-3.908397,2.503817,moving
0.037622,-0.314199,-3.175573,2.503817,moving
0.060083,-0.372793,-1.648855,2.748092,moving
0.056421,-0.304678,-3.053435,2.992366,moving
0.059351,-0.280264,-2.259542,3.114504,moving
0.069116,-0.303701,-2.748092,3.297710,moving
0.065942,-0.311025,-3.725191,3.175573,moving
0.075952,-0.267812,-3.358779,3.664122,moving
0.076440,-0.233877,-3.358779,3.725191,moving
0.085229,-0.249014,-3.175573,3.664122,moving
0.082056,-0.227529,-3.480916,3.847328,moving
0.094751,-0.210684,-3.969466,3.969466,moving
0.092554,-0.210684,-4.213740,3.969466,moving
0.095483,-0.220693,-4.580153,4.213740,moving
0.112085,-0.161367,-3.480916,4.091603,moving
0.111108,-0.173086,-3.419847,4.274809,moving
0.122827,-0.153555,-2.809160,4.396946,moving
0.120630,-0.144766,-3.908397,4.396946,moving
0.133325,-0.144521,-3.480916,4.519084,moving
0.130151,-0.159902,-3.297710,4.580153,moving
0.147729,-0.168936,-2.931298,4.580153,moving
0.147241,-0.158193,-2.992366,4.641222,moving
0.148950,-0.133047,-3.297710,4.885496,moving
0.154077,-0.176504,-3.664122,4.763359,moving
0.162622,-0.180654,-3.480916,4.885496,moving
0.164087,-0.121328,-3.114504,4.824428,moving
0.171167,-0.112051,-3.419847,5.190840,moving
0.182642,-0.108145,-3.541985,4.946565,moving
0.179468,0.000000,-3.603053,5.007634,moving
0.169214,0.032480,-3.725191,5.007634,moving
0.162866,0.020518,-3.603053,5.068702,moving
0.177026,0.051279,-2.809160,5.007634,moving
0.160669,0.085215,-2.442748,5.068702,moving
0.164331,0.070322,-2.381679,4.824428,moving
0.153589,0.050791,-3.053435,4.824428,moving
0.161646,0.059580,-3.053435,4.946565,moving
0.160425,0.072031,-3.236641,4.885496,moving
0.155298,0.075205,-2.931298,4.946565,moving
0.155054,0.041025,-2.503817,4.763359,moving
0.151636,0.060068,-2.748092,4.885496,moving
0.152612,0.084238,-2.931298,4.824428,moving
0.154077,0.033457,-3.480916,4.763359,moving
0.143579,0.047617,-3.053435,4.885496,moving
0.143579,0.085703,-3.053435,4.702290,moving
0.146021,0.040537,-2.931298,4.824428,moving
0.139185,0.042490,-3.175573,4.824428,moving
0.142358,0.058115,-3.419847,4.580153,moving
0.127466,0.055918,-3.786260,4.702290,moving
0.139429,0.039805,-3.664122,4.580153,moving
0.131616,0.063730,-3.419847,4.641222,moving
0.123071,0.056406,-3.480916,4.519084,moving
0.126733,0.044199,-3.297710,4.458015,moving
0.129175,0.060312,-3.725191,4.335878,moving
0.118677,0.063486,-3.847328,4.519084,moving
0.118921,0.059092,-3.847328,4.458015,moving
0.117456,0.057383,-3.480916,4.519084,moving
0.119897,0.063975,-3.297710,4.458015,moving
0.115503,0.065439,-3.419847,4.335878,moving
0.114282,0.063730,-3.664122,4.396946,moving
0.110376,0.065195,-3.786260,4.274809,moving
0.108179,0.060312,-3.786260,4.396946,moving
0.105737,0.073740,-3.664122,4.335878,moving
0.102808,0.052500,-3.603053,4.335878,moving
0.100854,0.064951,-3.480916,4.213740,moving
0.096216,0.069590,-3.664122,4.030534,moving
0.100854,0.076670,-3.664122,4.152672,moving
0.099146,0.065195,-3.664122,4.091603,moving
0.097681,0.090342,-3.480916,3.908397,moving
0.092798,0.080576,-3.297710,3.908397,moving
0.088892,0.075937,-3.480916,3.908397,moving
0.080347,0.089121,-3.236641,3.847328,moving
0.083765,0.101328,-3.541985,3.725191,moving
0.080347,0.097910,-3.480916,3.664122,moving
0.076440,0.110605,-3.053435,3.541985,moving
0.074243,0.124033,-3.053435,3.480916,moving
0.067407,0.121592,-3.053435,3.603053,moving
0.072290,0.133066,-3.175573,3.541985,moving
0.068140,0.155527,-3.175573,3.419847,moving
0.063501,0.183115,-2.931298,3.358779,moving
0.056909,0.187998,-2.992366,3.480916,moving
0.054956,0.222178,-2.931298,3.358779,moving
0.047144,0.251230,-2.870229,3.236641,moving
0.045923,0.287119,-2.870229,2.931298,moving
0.033228,0.327646,-3.053435,2.992366,moving
0.034692,0.382090,-2.931298,2.809160,moving
0.017114,0.427500,-2.931298,2.564886,moving
0.015161,0.471445,-2.809160,2.381679,moving
0.000000,0.502207,-2.748092,2.076336,moving
0.000000,0.486094,-3.114504,1.832061,moving
0.000000,0.483408,-3.053435,1.526718,moving
0.000000,0.453623,-3.114504,1.404580,moving
0.000000,0.397959,-3.175573,1.343511,moving
0.000000,0.311045,-3.236641,0.916031,moving
0.000000,0.225596,-3.297710,0.916031,moving
0.000000,0.132090,-3.480916,0.854962,moving
0.000000,0.050547,-3.480916,0.854962,moving
0.000000,0.000000,-3.419847,0.916031,moving
0.000000,-0.041738,-3.358779,0.793893,moving
0.000000,-0.059316,-3.358779,0.671756,moving
0.000000,-0.065420,-3.297710,0.977099,moving
0.000000,-0.047354,-3.358779,0.977099,moving
0.000000,-0.027822,-3.175573,0.977099,moving
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,0.021494,-3.175573,0.977099,stable
0.000000,0.025400,-2.931298,0.793893,stable
0.000000,0.030039,-3.358779,0.916031,stable
0.000000,0.029795,-3.114504,0.854962,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.236641,0.793893,stable
0.000000,0.000000,-2.992366,0.916031,stable
0.000000,-0.025137,-3.053435,0.793893,stable
0.000000,-0.016836,-3.114504,0.916031,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-2.992366,0.916031,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.541985,0.732824,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.603053,0.977099,stable
0.000000,0.000000,-3.541985,0.854962,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.358779,0.732824,stable
0.000000,0.000000,-3.175573,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.419847,1.099237,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.419847,0.916031,stable
0.000000,0.000000,-3.541985,0.793893,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.114504,0.916031,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.358779,1.099237,stable
0.000000,0.000000,-3.297710,0.977099,stable
0.000000,0.000000,-3.175573,0.793893,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.419847,1.038168,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.114504,0.977099,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,1.038168,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.419847,0.854962,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.419847,0.793893,stable
0.000000,0.000000,-3.358779,0.916031,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.236641,0.732824,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.541985,0.854962,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-2.992366,0.977099,stable
0.000000,0.000000,-3.480916,0.854962,stable
0.000000,0.000000,-3.541985,0.916031,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.358779,0.854962,stable
0.000000,0.000000,-3.175573,1.038168,stable
0.000000,-0.019790,-3.419847,1.160305,stable
0.000000,0.000000,-3.175573,1.038168,stable
0.000000,0.000000,-3.236641,0.916031,stable
0.000000,-0.017837,-3.175573,1.038168,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,-0.015396,-3.480916,0.732824,stable
0.000000,-0.015640,-3.480916,0.916031,stable
0.000000,0.000000,-3.358779,1.038168,stable
0.000000,0.000000,-3.175573,0.977099,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.236641,0.977099,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-3.297710,0.854962,stable
0.000000,0.000000,-3.236641,1.038168,stable
0.000000,0.000000,-3.297710,0.916031,stable
0.000000,0.000000,-3.358779,0.977099,stable
0.000000,0.000000,-2.992366,0.916031,stable
0.000000,0.000000,-3.297710,0.793893,stable
0.000000,0.042954,-3.236641,0.977099,stable
0.000000,0.016587,-3.175573,1.038168,stable
0.000000,0.000000,-3.114504,0.732824,stable
0.000000,0.032700,-3.175573,0.793893,moving
0.000000,0.026108,-3.358779,0.854962,moving
0.000000,0.041489,-3.175573,0.854962,moving
0.017822,0.070054,-2.870229,0.793893,moving
0.015137,0.000000,-3.480916,0.732824,moving
0.000000,0.077622,-3.175573,0.610687,moving
0.000000,0.049058,-3.053435,0.732824,moving
0.000000,0.031235,-3.541985,0.732824,moving
0.000000,0.077378,-3.297710,0.671756,moving
0.000000,0.061753,-3.419847,0.610687,moving
0.000000,0.054429,-3.114504,0.610687,moving
0.000000,0.089585,-3.358779,0.610687,moving
0.000000,0.088120,-3.358779,0.671756,moving
0.000000,0.087144,-3.175573,0.671756,moving
0.000000,0.089341,-3.358779,0.488550,moving
0.000000,0.097153,-3.236641,0.549618,moving
0.000000,0.091050,-3.358779,0.488550,moving
0.000000,0.092271,-3.358779,0.244275,moving
0.000000,0.099351,-3.297710,0.488550,moving
0.000000,0.106675,-3.297710,0.305344,moving
0.000000,0.114487,-3.358779,0.244275,moving
0.000000,0.139390,-3.053435,0.061069,moving
0.000000,0.151841,-3.358779,0.000000,moving
0.000000,0.146714,-3.236641,0.122137,moving
0.000000,0.169419,-3.175573,0.000000,moving
0.000000,0.169663,-3.175573,-0.244275,moving
0.000000,0.172104,-3.358779,-0.061069,moving
0.000000,0.185532,-3.053435,-0.305344,moving
0.018555,0.196030,-3.236641,-0.427481,moving
0.021240,0.204087,-3.053435,-0.488550,moving
0.018311,0.206284,-3.175573,-0.488550,moving
0.026367,0.216050,-3.114504,-0.610687,moving
0.031738,0.223374,-3.053435,-0.793893,moving
0.028564,0.225571,-3.114504,-0.916031,moving
0.026367,0.231675,-2.992366,-0.977099,moving
0.111816,0.197739,-3.236641,-0.977099,moving
0.086182,0.203110,-2.809160,-1.160305,moving
0.055420,0.217271,-2.625954,-1.587786,moving
0.044922,0.226060,-3.358779,-1.343511,moving
0.052002,0.217026,-4.030534,-1.587786,moving
0.056396,0.195786,-3.603053,-1.648855,moving
0.066406,0.187974,-3.664122,-1.709924,moving
0.065430,0.173081,-3.969466,-1.709924,moving
0.068848,0.166733,-3.908397,-1.648855,moving
0.091797,0.141587,-3.541985,-1.709924,moving
0.082764,0.127183,-4.030534,-2.015267,moving
0.078857,0.124985,-2.870229,-2.259542,moving
0.083008,0.106187,-4.458015,-2.015267,moving
0.085205,0.101792,-3.908397,-2.137405,moving
0.087402,0.100571,-3.236641,-2.198473,moving
0.096436,0.065171,-2.931298,-2.198473,moving
0.102295,0.051743,-2.931298,-2.442748,moving
0.102783,0.029038,-3.236641,-2.137405,moving
0.096680,0.000000,-2.931298,-2.320611,moving
0.109619,0.000000,-2.870229,-2.381679,moving
0.111328,-0.031021,-3.053435,-2.381679,moving
0.095947,-0.015884,-3.541985,-2.259542,moving
0.093994,-0.020767,-3.358779,-2.198473,moving
0.084473,-0.061538,-3.297710,-2.198473,moving
0.088379,-0.052749,-3.664122,-2.259542,moving
0.097412,-0.021255,-3.541985,-2.137405,moving
0.090576,-0.064712,-3.480916,-2.137405,moving
0.093506,-0.043716,-3.786260,-2.076336,moving
0.081299,-0.028091,-2.931298,-2.259542,moving
0.106201,-0.028335,-3.297710,-2.137405,moving
0.074951,-0.034683,-3.603053,-2.076336,moving
0.091797,-0.028335,-3.541985,-2.015267,moving
0.087402,-0.036392,-3.236641,-1.954198,moving
0.085205,-0.025161,-3.236641,-1.893130,moving
0.086914,-0.044448,-3.969466,-2.015267,moving
0.084717,-0.031509,-2.870229,-2.015267,moving
0.084717,-0.031509,-3.358779,-2.137405,moving
0.085205,-0.045425,-3.603053,-2.076336,moving
0.086182,-0.022476,-3.419847,-2.076336,moving
0.072998,-0.020034,-3.541985,-1.893130,moving
0.083740,-0.027603,-3.480916,-2.076336,moving
0.079346,-0.023452,-3.480916,-2.076336,moving
0.084229,-0.028091,-3.480916,-1.770992,moving
0.077881,-0.029067,-3.480916,-1.954198,moving
0.103271,-0.124282,-3.419847,-1.954198,moving
